ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/04/2026;COBERTURA;IMPORTE AFILIADO
23291;losartán;ENROMIC;50 mg comp.rec.x 30;Microsules Arg.;$ 25547.78;60%;$ 10219.11
60926;losartán;ENROMIC;50 mg comp.rec.x 60;Microsules Arg.;$ 48656.38;60%;$ 19462.55
52005;losartán+hidroclorotiazida;ENROMIC D;100/25 mg comp.rec.x 30;Microsules Arg.;$ 32554.42;50%;$ 16277.21
52006;losartán+hidroclorotiazida;ENROMIC D;50/12.5 mg comp.rec.x 30;Microsules Arg.;$ 29963.52;50%;$ 14981.76
52510;meloxicam;MELL;15 mg comp.x 10;Microsules Arg.;$ 11548.68;40%;$ 6929.21
52511;meloxicam;MELL;15 mg comp.x 30;Microsules Arg.;$ 30609.21;40%;$ 18365.53
58849;metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 100;Microsules Arg.;$ 41527.66;100%;$ 0
58847;metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 30;Microsules Arg.;$ 13945.32;100%;$ 0
58848;metformina;REDUGLUC A.P. FORTE;1000 mg comp.rec.x 60;Microsules Arg.;$ 25637.97;100%;$ 0
55308;metformina;REDUGLUC;1000 mg comp.x 100;Microsules Arg.;$ 30713.74;100%;$ 0
55306;metformina;REDUGLUC;1000 mg comp.x 30;Microsules Arg.;$ 10203.64;100%;$ 0
55307;metformina;REDUGLUC;1000 mg comp.x 60;Microsules Arg.;$ 19428.2;100%;$ 0
36659;metformina;REDUGLUC;500 mg comp.x 100;Microsules Arg.;$ 21739.15;100%;$ 0
36657;metformina;REDUGLUC;500 mg comp.x 30;Microsules Arg.;$ 7331.57;100%;$ 0
36658;metformina;REDUGLUC;500 mg comp.x 60;Microsules Arg.;$ 11121.94;100%;$ 0
36662;metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 100;Microsules Arg.;$ 36616.72;100%;$ 0
36660;metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 30;Microsules Arg.;$ 11194.04;100%;$ 0
36661;metformina;REDUGLUC A.P.;850 mg comp.rec.AP x 60;Microsules Arg.;$ 21305.34;100%;$ 0
48614;metoclopramida;RILAQUIN SL;10 mg comp.subl.x 10;Microsules Arg.;$ 9533.3;50%;$ 4766.65
21308;metoclopramida;RILAQUIN;10 mg comp.x 20;Microsules Arg.;$ 4706.04;50%;$ 2353.02
21309;metoclopramida;RILAQUIN;ad.gts.x 20 ml;Microsules Arg.;$ 6936.15;50%;$ 3468.08
28599;nafazolina;RHINAL;gts.x 30 ml;Microsules Arg.;$ 6138.81;50%;$ 3069.41
41555;paracetamol+pseudoefedrina+asoc.;CORIS GRIP;comp.rec.x 10;Microsules Arg.;$ 6401.82;40%;$ 3841.09
54987;rosuvastatina;TURBULINA;10 mg comp.rec.x 30;Microsules Arg.;$ 22932.55;60%;$ 9173.02
54805;rosuvastatina;TURBULINA;20 mg comp.rec.x 30;Microsules Arg.;$ 40288.27;60%;$ 16115.31
19370;salbutamol;MICROTEROL;5mg/ml sol.p/nebul.x20ml;Microsules Arg.;$ 7681.01;80%;$ 1536.2
49200;sildenafil;VIRIPOTENS;100 mg comp.rec.x 30;Microsules Arg.;$ 44777.73;50%;$ 22388.87
33031;sildenafil;VIRIPOTENS;50 mg comp.rec.x 2;Microsules Arg.;$ 5344.84;50%;$ 2672.42
39405;sildenafil;VIRIPOTENS;50 mg comp.rec.x 30;Microsules Arg.;$ 35388.97;50%;$ 17694.49
33032;sildenafil;VIRIPOTENS;50 mg comp.rec.x 6;Microsules Arg.;$ 11555.4;50%;$ 5777.7
39272;sildenafil;VIRIPOTENS M;frut.50 mg comp.mast.x 2;Microsules Arg.;$ 5344.84;50%;$ 2672.42
46206;sildenafil;VIRIPOTENS M;frut.50 mg comp.mast.x30;Microsules Arg.;$ 44994.29;50%;$ 22497.15
39273;sildenafil;VIRIPOTENS M;menta 50mg comp.mast.x 2;Microsules Arg.;$ 5344.84;50%;$ 2672.42
46205;sildenafil;VIRIPOTENS M;menta 50mg comp.mast.x30;Microsules Arg.;$ 44994.29;50%;$ 22497.15
22042;simvastatin;TANAVAT;10 mg comp.x 30;Microsules Arg.;$ 20729.72;60%;$ 8291.89
33230;simvastatin;TANAVAT;20 mg comp.x 30;Microsules Arg.;$ 27923.51;60%;$ 11169.4
56429;tadalafilo;VIRIPOTENS MAX 20;20 mg comp.x 2;Microsules Arg.;$ 18804.91;50%;$ 9402.46
56430;tadalafilo;VIRIPOTENS MAX 20;20 mg comp.x 4;Microsules Arg.;$ 36484.94;50%;$ 18242.47
56428;tadalafilo;VIRIPOTENS MAX 5;5 mg comp.x 30;Microsules Arg.;$ 78440.72;50%;$ 39220.36
51607;tamsulosina;TRAVELGUM;0.4 mg cáps.x 30;Microsules Arg.;$ 40227.79;50%;$ 20113.9
42924;tobramicina+dexametasona;PURPUMICINA;susp.oft.x 5 ml;Microsules Arg.;$ 8569.95;50%;$ 4284.98
54106;trimebutina;RELOPAT 200;200 mg comp.x 30;Microsules Arg.;$ 12277;50%;$ 6138.5
50883;valsartán;SEMANAR;160 mg comp.rec.x 14;Microsules Arg.;$ 16683.1;60%;$ 6673.24
50884;valsartán;SEMANAR;160 mg comp.rec.x 28;Microsules Arg.;$ 33945;60%;$ 13578
50881;valsartán;SEMANAR;80 mg comp.rec.x 14;Microsules Arg.;$ 13434.25;60%;$ 5373.7
50882;valsartán;SEMANAR;80 mg comp.rec.x 28;Microsules Arg.;$ 26289.1;60%;$ 10515.64
41504;alprazolam;NOVAZOLAM 0.50 MG;0.50 mg comp.ran.x 30;Monserrat;$ 4478.65;50%;$ 2239.33
41505;alprazolam;NOVAZOLAM 0.50 MG;0.50 mg comp.ran.x 60;Monserrat;$ 7943.98;50%;$ 3971.99
41506;alprazolam;NOVAZOLAM 1 MG;1 mg comp.ran.x 30;Monserrat;$ 6644.79;50%;$ 3322.4
41507;alprazolam;NOVAZOLAM 1 MG;1 mg comp.ran.x 60;Monserrat;$ 11844.47;50%;$ 5922.24
41508;alprazolam;NOVAZOLAM 2 MG;2 mg comp.multirran.x 30;Monserrat;$ 10327.4;50%;$ 5163.7
41509;alprazolam;NOVAZOLAM 2 MG;2 mg comp.multirran.x 60;Monserrat;$ 18200.46;50%;$ 9100.23
10482;amoxicilina;AMOXICLER 500;comp.x 16;Monserrat;$ 6211.3;60%;$ 2484.52
51828;amoxicilina;AMOXICLER 500;comp.x 21;Monserrat;$ 6933.18;60%;$ 2773.27
21208;amoxicilina;AMOXICLER 500;ped.susp.x 90 ml;Monserrat;$ 9317.1;60%;$ 3726.84
18648;betametasona+gentamic.+miconazol;GENTASOL CREMA;cr.x 20 g;Monserrat;$ 15820;40%;$ 9492
46826;ciproflox.+hidrocort.+lidocaina;CIPROCLER;gts.óticas c/lidoc.x 5ml;Monserrat;$ 5633.56;50%;$ 2816.78
52150;ciprofloxacina+dexametasona;CIPROCLER COLIRIO;susp.oft.x 5ml;Monserrat;$ 11772.55;50%;$ 5886.28
41510;clonazepam;RIBOCLER 0.5 MG;0.5 mg comp.birran.x 30;Monserrat;$ 7005.29;50%;$ 3502.65
41511;clonazepam;RIBOCLER 0.5 MG;0.5 mg comp.birran.x 50;Monserrat;$ 10617.31;50%;$ 5308.66
41512;clonazepam;RIBOCLER 2 MG;2 mg comp.birran.x 30;Monserrat;$ 7800.51;80%;$ 1560.1
41513;clonazepam;RIBOCLER 2 MG;2 mg comp.birran.x 50;Monserrat;$ 11483.85;80%;$ 2296.77
33259;diclofenac dietilamina;ALGICLER GEL DERMICO;gel x 50 g;Monserrat;$ 12250;40%;$ 7350
35332;diclofenac potásico+paracetamol;ALGICLER;comp.rec.x 10;Monserrat;$ 7850;40%;$ 4710
56259;diclofenac potásico+pridinol;ALGICLER FLEX;comp.rec.x 15;Monserrat;$ 15350;40%;$ 9210
34280;dipirona;NOVACLER;jbe.x 100 ml;Monserrat;$ 7078.14;50%;$ 3539.07
24430;dipirona;NOVACLER;jbe.x 200 ml;Monserrat;$ 13000.85;50%;$ 6500.43
5853;ftalilsulfatiazol+asoc.;OPOCARBON;comp.x 20;Monserrat;$ 9027.61;50%;$ 4513.81
41514;glicerilguayacólico éter+asoc.;REFENAX;jbe.x 120 ml;Monserrat;$ 9389.03;50%;$ 4694.52
50568;hexilresorcinol+lidocaína+asoc.;REFENAX CARAMELOS EXPECTORANTES;caram.blíster x 9;Monserrat;$ 5932.19;50%;$ 2966.1
38876;ibuprofeno;IBUCLER 600;comp.rec.x 10;Monserrat;$ 8650;40%;$ 5190
39367;ibuprofeno;IBUCLER 600;comp.rec.x 20;Monserrat;$ 15450;40%;$ 9270
21214;ibuprofeno;IBUCLER 400;comp.x 10;Monserrat;$ 3150;40%;$ 1890
40278;ibuprofeno;IBUCLER SUSPENSION 4%;fco.x 90 ml;Monserrat;$ 10165;40%;$ 6099
22794;ibuprofeno;IBUCLER SUSPENSION 2%;fco.x 90 ml;Monserrat;$ 4630;40%;$ 2778
41516;lidocaína;SOLVENTE INDOLORO MONSERRAT Y ECLAIR;sol.f.a.x 3 x 5 ml;Monserrat;$ 12855.81;50%;$ 6427.91
31185;lidocaína+hidrocortisona;XILOCLER;pda.rectal x 15 g;Monserrat;$ 8955.41;50%;$ 4477.71
42265;miconazol+metronidazol+asoc.;MICOCLIN;óv.x 6;Monserrat;$ 18150;40%;$ 10890
45558;nafazolina+asoc.;REFENAX;gts.nasales x 25 ml;Monserrat;$ 5127.49;50%;$ 2563.75
18650;nafazolina+feniramina;REFENAX COLIRIO;sol.oft.x 15 ml;Monserrat;$ 8667.09;50%;$ 4333.55
40276;naproxeno;DEBRIL;500 mg comp.x 10;Monserrat;$ 13850;40%;$ 8310
40277;naproxeno;DEBRIL;500 mg comp.x 20;Monserrat;$ 27250;40%;$ 16350
45139;paracetamol;PARACETAMOL MONSERRAT Y ECLAIR;gts.x 20 ml;Monserrat;$ 6250;40%;$ 3750
48636;paracetamol+clorfeniramina+asoc.;FEBRIGRIP;comp.rec.x 16;Monserrat;$ 8995;40%;$ 5397
18728;permetrina;FRIPI;loc.x 100 ml;Monserrat;$ 9750.2;50%;$ 4875.1
42263;propinox;BECEBUEN;gts.x 20 ml;Monserrat;$ 2744.67;50%;$ 1372.34
35333;sodio,fosfato;KRITEL ENEMA;sol.x 135 ml;Monserrat;$ 6138.81;50%;$ 3069.41
54345;sulfadiazina de plata+asoc.;CALCUSAN SULFADIAZINA;cr.pomo x 200 g;Monserrat;$ 29771.94;50%;$ 14885.97
54344;sulfadiazina de plata+asoc.;CALCUSAN SULFADIAZINA;cr.pomo x 30 g;Monserrat;$ 5954.49;50%;$ 2977.25
50389;tirotricina+benzocaína+asoc.;BUCOTRICIN CARAMELOS ANTIBIOTICOS;caram.x 9;Monserrat;$ 5364.26;50%;$ 2682.13
48483;tirotricina+benzocaína+asoc.;BUCOTRICIN;colut.x 60 ml;Monserrat;$ 11338.76;50%;$ 5669.38
3238;ambroxol+clenbuterol;OXIBRON N.F.;comp.x 30;Montpellier;$ 10774.74;60%;$ 4309.9
3239;ambroxol+clenbuterol;OXIBRON N.F.;gts.x 30 ml;Montpellier;$ 11014.94;60%;$ 4405.98
55212;amlodipina;INDALTEN;10 mg comp.x 30;Montpellier;$ 17089.09;60%;$ 6835.64
55211;amlodipina;INDALTEN;5 mg comp.x 30;Montpellier;$ 10607.33;60%;$ 4242.93
44811;amoxicilina+clavulánico,ác.;ULTRABIOTIC DUO;comp.x 14;Montpellier;$ 22392.13;60%;$ 8956.85
56981;aripiprazol;IBARAL;10 mg comp.x 30;Montpellier;$ 26560.14;50%;$ 13280.07
56982;aripiprazol;IBARAL;15 mg comp.x 30;Montpellier;$ 38583.35;50%;$ 19291.68
56980;aripiprazol;IBARAL;5 mg comp.x 30;Montpellier;$ 24073.74;50%;$ 12036.87
60646;betahistina;RILIF;16 mg comp.ran.x 30;Montpellier;$ 18797.24;40%;$ 11278.34
60648;betahistina;RILIF;24 mg comp.birran.x 60;Montpellier;$ 51317.74;40%;$ 30790.64
60647;betahistina;RILIF;24 mg comp.ran. x 30;Montpellier;$ 28168.13;40%;$ 16900.88
19627;betametasona;CORTEROID;0.6 mg comp.x 30;Montpellier;$ 10291.15;50%;$ 5145.58
19628;betametasona;CORTEROID;1.2 mg comp.x 30;Montpellier;$ 19456.67;50%;$ 9728.34
5702;betametasona;CORTEROID;cr.x 30 g;Montpellier;$ 10350.76;50%;$ 5175.38
19629;betametasona;CORTEROID;gts.x 30 ml;Montpellier;$ 5880.42;50%;$ 2940.21
5706;betametasona;CORTEROID;iny.f.a.x 1 x 2 ml;Montpellier;$ 6014.34;50%;$ 3007.17
5704;betametasona (acet.y fosf.disod);CORTEROID RETARD;iny.f.a.x 1 x 2 ml;Montpellier;$ 13665.63;50%;$ 6832.82
5705;betametasona (acet.y fosf.disod);CORTEROID RETARD;iny.f.a.x 1 x 5 ml;Montpellier;$ 25989.53;50%;$ 12994.77
11918;betametasona (diprop.y f.disod.);CRONOCORTEROID;iny.a.x 1 x 2 ml;Montpellier;$ 13760.4;50%;$ 6880.2
5666;betametasona+gentamicina;BACTICORT;cr.x 30 g;Montpellier;$ 26758.69;40%;$ 16055.21
49319;betametasona+gentamicina+asoc.;BACTICORT COMPLEX;cr.x 20 g;Montpellier;$ 18356.53;40%;$ 11013.92
5667;betametasona+gentamicina+asoc.;BACTICORT COMPLEX;cr.x 30 g;Montpellier;$ 27638.34;40%;$ 16583
5807;bisacodilo;MODATON;5 mg comp.rec.x 20;Montpellier;$ 4776.81;50%;$ 2388.41
4197;bisacodilo;MODATON;5 mg comp.rec.x 50;Montpellier;$ 9043.39;50%;$ 4521.7
58650;budesonide+formoterol;LIERBRON;200 cáps.x 120+aplicador;Montpellier;$ 64362.79;60%;$ 25745.12
58649;budesonide+formoterol;LIERBRON;200 cáps.x 60 +aplicador;Montpellier;$ 77417.57;60%;$ 30967.03
58651;budesonide+formoterol;LIERBRON;400 cáps.x 60 +aplicador;Montpellier;$ 84732.08;60%;$ 33892.83
2572;cefadroxilo;CEFACILINA;1000 mg comp.x 8;Montpellier;$ 3077.97;60%;$ 1231.19
2516;cefadroxilo;CEFACILINA;500 mg comp.x 16;Montpellier;$ 14143.38;60%;$ 5657.35
2470;cefadroxilo;CEFACILINA;500 mg comp.x 8;Montpellier;$ 7265.75;60%;$ 2906.3
39479;claritromicina;CLARIMAX 125;125 mg susp.x 60 ml;Montpellier;$ 13331.32;60%;$ 5332.53
39480;claritromicina;CLARIMAX 250;250 mg susp.x 60 ml;Montpellier;$ 26549.72;60%;$ 10619.89
38662;claritromicina;CLARIMAX UD;500 mg comp.rec.AP.x 4;Montpellier;$ 8995.2;60%;$ 3598.08
38663;claritromicina;CLARIMAX UD;500 mg comp.rec.AP.x 8;Montpellier;$ 17664.54;60%;$ 7065.82
38661;claritromicina;CLARIMAX 500;500 mg comp.rec.x 16;Montpellier;$ 31295.88;60%;$ 12518.35
38660;claritromicina;CLARIMAX 500;500 mg comp.rec.x 8;Montpellier;$ 18162.18;60%;$ 7264.87
10116;clenbuterol;OXIBRON;comp.x 20;Montpellier;$ 3305.52;60%;$ 1322.21
59420;clindamicina;MICROBION;300 mg cáps.x 16;Montpellier;$ 17071.46;60%;$ 6828.58
50045;clopidogrel;MONREX;75 mg comp.rec.x 30;Montpellier;$ 59220.61;50%;$ 29610.31
61422;dapagliflozina;DAGLIBEN;10 mg comp.rec.x 30;Montpellier;$ 65063.6;100%;$ 0
37705;desloratadina;NOVO ALERPRIV;5 mg comp.rec.x 10;Montpellier;$ 9820.41;40%;$ 5892.25
37706;desloratadina;NOVO ALERPRIV;5 mg comp.rec.x 20;Montpellier;$ 18272.52;40%;$ 10963.51
38311;desloratadina;NOVO ALERPRIV;jbe.x 60 ml;Montpellier;$ 575.48;40%;$ 345.29
25921;diclofenac potásico;METAFLEX;susp.x 90 ml;Montpellier;$ 21750.8;40%;$ 13050.48
36693;diclofenac potásico+paracetamol;METAFLEX GESIC;comp.rec.x 10;Montpellier;$ 8562.78;40%;$ 5137.67
40476;diclofenac potásico+paracetamol;METAFLEX GESIC FORTE;comp.rec.x 10;Montpellier;$ 9503.51;40%;$ 5702.11
36694;diclofenac potásico+paracetamol;METAFLEX GESIC;comp.rec.x 20;Montpellier;$ 15611.16;40%;$ 9366.7
40477;diclofenac potásico+paracetamol;METAFLEX GESIC FORTE;comp.rec.x 20;Montpellier;$ 18807.63;40%;$ 11284.58
32770;diclofenac sódico;METAFLEX 50;50 mg comp.rec.x 10;Montpellier;$ 4377.58;40%;$ 2626.55
37703;diclofenac sódico;METAFLEX 75;75 mg comp.rec.x 10;Montpellier;$ 10695.15;40%;$ 6417.09
25918;diclofenac sódico;METAFLEX 75;75 mg comp.rec.x 20;Montpellier;$ 21164.59;40%;$ 12698.75
25920;diclofenac sódico;METAFLEX 75;75 mg comp.rec.x 40;Montpellier;$ 25832.5;40%;$ 15499.5
45002;diclofenac sódico;METAFLEX 50 CB;cáps.blandas x 15;Montpellier;$ 4035.67;40%;$ 2421.4
50302;diclofenac sódico;METAFLEX 75 CB;cáps.blandas x 15;Montpellier;$ 25009.01;40%;$ 15005.41
45003;diclofenac sódico;METAFLEX 50 CB;cáps.blandas x 30;Montpellier;$ 7960.71;40%;$ 4776.43
50303;diclofenac sódico;METAFLEX 75 CB;cáps.blandas x 30;Montpellier;$ 43147.24;40%;$ 25888.34
25915;diclofenac+pridinol;METAFLEX PLUS;comp.rec.x 20;Montpellier;$ 19735.02;40%;$ 11841.01
25916;diclofenac+pridinol;METAFLEX PLUS;comp.rec.x 40;Montpellier;$ 29084.35;40%;$ 17450.61
45004;diclofenac+pridinol;METAFLEX PLUS CB;cáps.blandas x 15;Montpellier;$ 19798.97;40%;$ 11879.38
45005;diclofenac+pridinol;METAFLEX PLUS CB;cáps.blandas x 30;Montpellier;$ 36721.95;40%;$ 22033.17
43321;diclofenac+vit.b12+betametasona;METAFLEX B12;comp.rec.x 15;Montpellier;$ 21048.63;40%;$ 12629.18
43322;diclofenac+vit.b12+betametasona;METAFLEX B12;iny.f.a.x 3/3 x 3 ml;Montpellier;$ 34766.66;40%;$ 20860
39843;dimenhidrinato;AGIRAX;comp.x 10;Montpellier;$ 7356.87;50%;$ 3678.44
39844;dimenhidrinato;AGIRAX;comp.x 20;Montpellier;$ 13778.64;50%;$ 6889.32
33746;dipirona;DIOXADOL;comp.x 10;Montpellier;$ 5521.8;50%;$ 2760.9
40475;dipirona;DIOXADOL;jbe.x 120 ml;Montpellier;$ 8433.02;50%;$ 4216.51
18469;dipirona;DIOXADOL;jbe.x 200 ml;Montpellier;$ 14234.03;50%;$ 7117.02
58241;duloxetina;OPTIBRAL;30 mg cáps.x 30;Montpellier;$ 49664.16;50%;$ 24832.08
58242;duloxetina;OPTIBRAL;60 mg cáps.x 30;Montpellier;$ 50052;50%;$ 25026
31693;ergotamina+cafeína+asoc.;MIGRAL;500 mg comp.x 100;Montpellier;$ 49905.79;50%;$ 24952.9
3712;ergotamina+cafeína+asoc.;MIGRAL;500 mg comp.x 20;Montpellier;$ 10683.13;50%;$ 5341.57
3722;ergotamina+cafeína+asoc.;MIGRAL;500 mg comp.x 50;Montpellier;$ 25881.74;50%;$ 12940.87
5806;ergotamina+cafeína+asoc.;MIGRAL COMPOSITUM;comp.x 100;Montpellier;$ 50721.02;50%;$ 25360.51
5804;ergotamina+cafeína+asoc.;MIGRAL COMPOSITUM;comp.x 20;Montpellier;$ 11050.36;50%;$ 5525.18
5805;ergotamina+cafeína+asoc.;MIGRAL COMPOSITUM;comp.x 50;Montpellier;$ 26256.1;50%;$ 13128.05
5803;ergotamina+cafeína+asoc.;MIGRAL;sup.x 10;Montpellier;$ 6446.17;50%;$ 3223.09
53734;escitalopram;REMPEC;10 mg comp.x 30;Montpellier;$ 31962.59;50%;$ 15981.3
53735;escitalopram;REMPEC;20 mg comp.x 30;Montpellier;$ 58596.74;50%;$ 29298.37
56767;eszopiclona;DORCAN;2 mg comp.rec.x 30;Montpellier;$ 16483.86;50%;$ 8241.93
56768;eszopiclona;DORCAN;3 mg comp.rec.x 30;Montpellier;$ 15054.36;50%;$ 7527.18
57379;etoricoxib;TALGIAX;120 mg comp.rec.x 10;Montpellier;$ 18350.47;50%;$ 9175.24
57376;etoricoxib;TALGIAX;60 mg comp.rec.x 30;Montpellier;$ 26347.4;50%;$ 13173.7
57377;etoricoxib;TALGIAX;90 mg comp.rec.x 15;Montpellier;$ 26083.16;50%;$ 13041.58
57378;etoricoxib;TALGIAX;90 mg comp.rec.x 30;Montpellier;$ 41361.26;50%;$ 20680.63
45230;fenofibrato micronizado;DAUNLIP;cáps.x 30;Montpellier;$ 38207.98;60%;$ 15283.19
45231;fenofibrato micronizado;DAUNLIP;cáps.x 60;Montpellier;$ 70782.89;60%;$ 28313.16
52147;fenofíbrico,ác.;SERUBEL 135;135 mg cáps.lib.prol.x30;Montpellier;$ 36895.25;60%;$ 14758.1
52146;fenofíbrico,ác.;SERUBEL 45;45 mg cáps.lib.prol.x 30;Montpellier;$ 31337.56;60%;$ 12535.02
35973;fluticasona;PROAIR NASAL;susp.ac.nasal x 120 ds.;Montpellier;$ 13109.19;80%;$ 2621.84
37967;fluticasona;PROAIR NASAL;susp.ac.nasal x 60 ds.;Montpellier;$ 7687.72;80%;$ 1537.54
43664;fluticasona+salmeterol;PROAIR BRONQUIAL;125/25mcg aer.x 120dosis;Montpellier;$ 62512.13;60%;$ 25004.85
43666;fluticasona+salmeterol;PROAIR BRONQUIAL;250/25mcg aer.x 120dosis;Montpellier;$ 66265.27;60%;$ 26506.11
45232;fluticasona+salmeterol;PROAIR BRONQUIAL 250/50;cáps.p/inh.x 60+aplic.;Montpellier;$ 53983.54;60%;$ 21593.42
45233;fluticasona+salmeterol;PROAIR BRONQUIAL 500/50;cáps.p/inh.x 60+aplic.;Montpellier;$ 54664.69;60%;$ 21865.88
12109;glibenclamida;GLIDANIL;comp.x 30;Montpellier;$ 7054.41;100%;$ 0
12110;glibenclamida;GLIDANIL;comp.x 60;Montpellier;$ 13947.06;100%;$ 0
32768;glimepiride;GLEMAZ 2;2 mg comp.ran.x 30;Montpellier;$ 11414.48;100%;$ 0
25923;glimepiride;GLEMAZ;4 mg comp.trirran.x 15;Montpellier;$ 7683.34;100%;$ 0
25924;glimepiride;GLEMAZ;4 mg comp.trirran.x 30;Montpellier;$ 20781.75;100%;$ 0
47027;glimepiride;GLEMAZ;4 mg comp.trirran.x 60;Montpellier;$ 39107.25;100%;$ 0
47930;glimepiride+metformina;GLEMAZ MET 2/1000;2/1000 mg comp.rec.x 30;Montpellier;$ 13439.44;50%;$ 6719.72
47931;glimepiride+metformina;GLEMAZ MET 2/1000;2/1000 mg comp.rec.x 60;Montpellier;$ 25160.26;50%;$ 12580.13
47932;glimepiride+metformina;GLEMAZ MET 4/1000;4/1000 mg comp.rec.x 30;Montpellier;$ 23773.21;50%;$ 11886.61
47933;glimepiride+metformina;GLEMAZ MET 4/1000;4/1000 mg comp.rec.x 60;Montpellier;$ 43878.44;50%;$ 21939.22
13930;ibuprofeno+ergotamina+cafeína;MIGRAL II;comp.rec.x 20;Montpellier;$ 12815.34;40%;$ 7689.2
13931;ibuprofeno+ergotamina+cafeína;MIGRAL II;comp.rec.x 50;Montpellier;$ 29374.44;40%;$ 17624.66
5775;indometacina;IM 75 MONTPELLIER;cr.x 100 g;Montpellier;$ 22355.67;50%;$ 11177.84
5771;indometacina;IM 75 MONTPELLIER;cáps.x 24;Montpellier;$ 25514.29;50%;$ 12757.15
5772;indometacina;IM 75 MONTPELLIER;cáps.x 50;Montpellier;$ 46652.23;50%;$ 23326.12
22059;indometacina;IM 75 MONTPELLIER;gel x 50 g;Montpellier;$ 19434.53;50%;$ 9717.27
44939;indometacina;IM 75 MONTPELLIER;iny.f.a.x 3 x 2 ml;Montpellier;$ 22522.56;50%;$ 11261.28
5774;indometacina;IM 75 MONTPELLIER;sup.x 10;Montpellier;$ 25122.96;50%;$ 12561.48
50984;insulina glargina;INSULINA OPTISULIN SOLOSTAR;lap.prell.desc.x5x3ml;Montpellier;$ 227856.58;100%;$ 0
41668;levofloxacina;BACTIFREN 500;500 mg comp.rec.x 7;Montpellier;$ 14807.9;60%;$ 5923.16
41964;levofloxacina;BACTIFREN 750;750 mg comp.rec.x 5;Montpellier;$ 16932.66;60%;$ 6773.06
11919;levotiroxina;T4 MONTPELLIER 100;100 mcg comp.x 50;Montpellier;$ 12010.64;80%;$ 2402.13
39846;levotiroxina;T4 MONTPELLIER 112;112 mcg comp.x 50;Montpellier;$ 16267.03;80%;$ 3253.41
33627;levotiroxina;T4 MONTPELLIER 125;125 mcg comp.x 50;Montpellier;$ 17014.09;80%;$ 3402.82
39847;levotiroxina;T4 MONTPELLIER 137;137 mcg comp.x 50;Montpellier;$ 18600.51;80%;$ 3720.1
15331;levotiroxina;T4 MONTPELLIER 150;150 mcg comp.x 50;Montpellier;$ 18956.81;80%;$ 3791.36
39848;levotiroxina;T4 MONTPELLIER 175;175 mcg comp.x 50;Montpellier;$ 20462.34;80%;$ 4092.47
33628;levotiroxina;T4 MONTPELLIER 200;200 mcg comp.x 50;Montpellier;$ 20898.97;80%;$ 4179.79
38312;levotiroxina;T4 MONTPELLIER;200 mcg iny.a.x 1 ml;Montpellier;$ 44131.49;80%;$ 8826.3
54297;levotiroxina;T4 MONTPELLIER 25;25 mcg comp.x 50;Montpellier;$ 7902.11;80%;$ 1580.42
33625;levotiroxina;T4 MONTPELLIER 50;50 mcg comp.x 50;Montpellier;$ 8333.31;80%;$ 1666.66
33626;levotiroxina;T4 MONTPELLIER 75;75 mcg comp.x 50;Montpellier;$ 10417.94;80%;$ 2083.59
39845;levotiroxina;T4 MONTPELLIER 88;88 mcg comp.x 50;Montpellier;$ 10823.32;80%;$ 2164.66
54595;liotironina;T3 MONTPELLIER 20;comp.x 30;Montpellier;$ 18353.79;50%;$ 9176.9
10170;loratadina;ALERPRIV;comp.x 10;Montpellier;$ 9124.89;40%;$ 5474.93
10171;loratadina;ALERPRIV;comp.x 30;Montpellier;$ 22054.77;40%;$ 13232.86
19626;loratadina;ALERPRIV;jbe.x 120 ml;Montpellier;$ 6579.76;40%;$ 3947.86
10172;loratadina;ALERPRIV;jbe.x 60 ml;Montpellier;$ 7050.23;40%;$ 4230.14
19993;loratadina+betametasona;HISTAMINO CORTEROID L;comp.x 10;Montpellier;$ 10539.83;40%;$ 6323.9
19994;loratadina+betametasona;HISTAMINO CORTEROID L;comp.x 20;Montpellier;$ 19931.28;40%;$ 11958.77
19995;loratadina+betametasona;HISTAMINO CORTEROID L;jbe.x 60 ml;Montpellier;$ 10447.21;40%;$ 6268.33
18542;loratadina+pseudoefedrina;ALERPRIV D;comp.x 10;Montpellier;$ 9870.8;40%;$ 5922.48
46079;loratadina+pseudoefedrina;ALERPRIV D;jbe.x 50 ml;Montpellier;$ 7000.49;40%;$ 4200.29
45229;metformina;DBI AP FORTE;1000 mg comp.rec.x 100;Montpellier;$ 47044.92;100%;$ 0
32396;metformina;DBI AP FORTE;1000 mg comp.rec.x 30;Montpellier;$ 15494.85;100%;$ 0
32397;metformina;DBI AP FORTE;1000 mg comp.rec.x 60;Montpellier;$ 28486.88;100%;$ 0
46082;metformina;DBI AP 500;500 mg comp.rec.AP x 100;Montpellier;$ 31186.9;100%;$ 0
46080;metformina;DBI AP 500;500 mg comp.rec.AP x 30;Montpellier;$ 9821.43;100%;$ 0
46081;metformina;DBI AP 500;500 mg comp.rec.AP x 60;Montpellier;$ 18705.34;100%;$ 0
